"","team","season","coach_first_name","coach_last_name","coach_aux_1","coach_aux_2","grad_yr"
"1164","LSU","2012-2013","Nikki","Fargas",NA,NA,"1994"
"1165","La Salle","2012-2013","Jeff","Williams",NA,NA,"1987"
"1166","La.-Monroe","2012-2013","Mona","Martin",NA,NA,"1976"
"1167","Lafayette","2012-2013","Dianne","Nolan",NA,NA,"1973"
"1168","Lamar University","2012-2013","Larry","Tidwell",NA,NA,"1976"
"1169","Lehigh","2012-2013","Sue","Troyan",NA,NA,"1988"
"1170","Liberty","2012-2013","Carey","Green",NA,NA,"1979"
"1171","Lipscomb","2012-2013","Greg","Brown",NA,NA,"1993"
"1172","Little Rock","2012-2013","Joe","Foley",NA,NA,"1979"
"1173","Long Beach St.","2012-2013","Jody","Wynn",NA,NA,"1996"
"1174","Longwood","2012-2013","Bill","Reinson",NA,NA,NA
"1175","Louisiana","2012-2013","Garry","Brodhead",NA,NA,NA
"1176","Louisiana Tech","2012-2013","Teresa","Weatherspoon",NA,NA,"2008"
"1177","Louisville","2012-2013","Jeff","Walz",NA,NA,"1995"
"1178","Loyola Chicago","2012-2013","Eric","Simpson",NA,NA,"1994"
"1179","Loyola Maryland","2012-2013","Joe","Logan",NA,NA,"1996"
"1180","Loyola Marymount","2012-2013","Charity","Elliott",NA,NA,"1992"
"1181","Maine","2012-2013","Richard","Barron",NA,NA,"1991"
"1182","Manhattan","2012-2013","John","Olenowski",NA,NA,"1977"
"1183","Marist","2012-2013","Brian","Giorgis",NA,NA,"1977"
"1184","Marquette","2012-2013","Terri","Mitchell",NA,NA,"1989"
"1185","Marshall","2012-2013","Matt","Daniel",NA,NA,"1998"
"1186","Maryland","2012-2013","Brenda","Frese",NA,NA,"1993"
"1187","Massachusetts","2012-2013","Sharon","Dawley",NA,NA,"1983"
"1188","McNeese","2012-2013","Brooks","Donald","Williams",NA,"2000"
"1189","Memphis","2012-2013","Melissa","McFerrin",NA,NA,"1983"
"1190","Mercer","2012-2013","Susie","Gardner",NA,NA,"1986"
"1191","Miami (FL)","2012-2013","Katie","Meier",NA,NA,"1990"
"1192","Miami (OH)","2012-2013","Maria","Fantanarosa",NA,NA,"1990"
"1193","Michigan","2012-2013","Kim","Barnes","Arico",NA,"1993"
"1194","Michigan St.","2012-2013","Suzy","Merchant",NA,NA,"1991"
"1195","Middle Tenn.","2012-2013","Rick","Insell",NA,NA,"1977"
"1196","Milwaukee","2012-2013","Kyle","Rechlicz",NA,NA,"2003"
"1197","Minnesota","2012-2013","Pam","Borton",NA,NA,"1987"
"1198","Mississippi St.","2012-2013","Vic","Schaefer",NA,NA,"1984"
"1199","Mississippi Val.","2012-2013","Elvis","Robinson",NA,NA,NA
"1200","Missouri","2012-2013","Robin","Pingeton",NA,NA,"1990"
"1201","Missouri St.","2012-2013","Nyla","Milleson",NA,NA,NA
"1202","Monmouth","2012-2013","Jenny","Palmateer",NA,NA,"1993"
"1203","Montana","2012-2013","Robin","Selvig",NA,NA,"1975"
"1204","Montana St.","2012-2013","Tricia","Binford",NA,NA,"1995"
"1205","Morehead St.","2012-2013","Tom","Hodges",NA,NA,"2004"
"1206","Morgan St.","2012-2013","Donald","Beasley",NA,NA,"1984"
"1207","Mount St. Mary's","2012-2013","Bryan","Whitten",NA,NA,"1991"
"1208","Murray St.","2012-2013","Rob","Cross",NA,NA,"1991"
"1209","N.C. A&T","2012-2013","Tarrell","Robinson",NA,NA,"2001"
"1210","N.C. Central","2012-2013","Vanessa","Taylor",NA,NA,"1991"
"1211","NC State","2012-2013","Kellie","Harper",NA,NA,"1999"
"1212","NJIT","2012-2013","Steve","Lanpher",NA,NA,NA
"1213","Navy","2012-2013","Stefanie","Pemper",NA,NA,"92"
"1214","Nebraska","2012-2013","Connie","Yori",NA,NA,"1986"
"1215","Nevada","2012-2013","Jane","Albright",NA,NA,"1977"
"1216","New Hampshire","2012-2013","Maureen","Magarity",NA,NA,"2003"
"1217","New Mexico","2012-2013","Yvonne","Sanchez",NA,NA,"1989"
"1218","New Mexico St.","2012-2013","Mark","Trakh",NA,NA,"1981"
"1219","New Orleans","2012-2013","Keeshawn","Davenport",NA,NA,"2001"
"1220","Niagara","2012-2013","Kendra","Faustin",NA,NA,"2001"
"1221","Nicholls St.","2012-2013","DoBee","Plaisance",NA,NA,NA
"1222","Norfolk St.","2012-2013","Debra","Clark",NA,NA,"1984"
"1223","North Carolina","2012-2013","Sylvia","Hatchell",NA,NA,"1974"
"1224","North Dakota","2012-2013","Travis","Brewster",NA,NA,"1994"
"1225","North Dakota St.","2012-2013","Carolyn","DeHoff",NA,NA,NA
"1226","North Florida","2012-2013","Mary","Tappmeyer",NA,NA,"1981"
"1227","North Texas","2012-2013","Mike","Petersen",NA,NA,"1983"
"1228","Northeastern","2012-2013","Daynia","LaForce-Mann",NA,NA,"1995"
"1229","Northern Ariz.","2012-2013","Sue","Darling",NA,NA,"1983"
"1230","Northern Colo.","2012-2013","Jaime","White",NA,NA,"1994"
"1231","Northern Ill.","2012-2013","Kathi","Bennett",NA,NA,"1986"
"1232","Northern Ky.","2012-2013","Dawn","Plitzuweit",NA,NA,"1995"
"1233","Northwestern","2012-2013","Joe","McKeown",NA,NA,"1979"
"1234","Northwestern St.","2012-2013","Brooke","Stoehr",NA,NA,"2002"
"1235","Notre Dame","2012-2013","Muffet","McGraw",NA,NA,"1977"
"1236","Oakland","2012-2013","Beckie","Francis",NA,NA,"1987"
"1237","Ohio","2012-2013","Semeka","Randall",NA,NA,"2000"
"1238","Ohio St.","2012-2013","Jim","Foster",NA,NA,"1980"
"1239","Oklahoma","2012-2013","Sherri","Coale",NA,NA,"1987"
"1240","Oklahoma St.","2012-2013","Jim","Littell",NA,NA,"1977"
"1241","Old Dominion","2012-2013","Karen","Barefoot",NA,NA,"1995"
"1242","Ole Miss","2012-2013","Brett","Frank",NA,NA,NA
"1243","Omaha","2012-2013","Chance","Lindley",NA,NA,NA
"1244","Oral Roberts","2012-2013","Misti","Cussen",NA,NA,"1993"
"1245","Oregon","2012-2013","Paul","Westhead",NA,NA,"1961"
"1246","Oregon St.","2012-2013","Scott","Rueck",NA,NA,"1991"
"1247","Pacific","2012-2013","Lynne","Roberts",NA,NA,"1997"
"1248","Penn","2012-2013","Mike","McLaughlin",NA,NA,"1991"
"1249","Penn St.","2012-2013","Coquese","Washington",NA,NA,"1993"
"1250","Pepperdine","2012-2013","Julie","Rousseau",NA,NA,"1991"
"1251","Pittsburgh","2012-2013","Agnus","Berenato",NA,NA,"1980"
"1252","Portland","2012-2013","Jim","Sollars",NA,NA,"1966"
"1253","Portland St.","2012-2013","Sherri","Murrell",NA,NA,"1991"
"1254","Prairie View","2012-2013","Toyelle","Wilson",NA,NA,"2003"
"1255","Presbyterian","2012-2013","Ronny","Fisher",NA,NA,"1990"
"1256","Princeton","2012-2013","Courtney","Banghart",NA,NA,"2000"
"1257","Providence","2012-2013","Susan","Robinson","Fruchtl",NA,"1992"
"1258","Purdue","2012-2013","Sharon","Versyp",NA,NA,"1989"
"1259","Purdue Fort Wayne","2012-2013","Chris","Paul",NA,NA,NA
"1260","Quinnipiac","2012-2013","Tricia","Fabbri",NA,NA,"1991"
"1261","Radford","2012-2013","Tajama","Abraham","Ngongba",NA,"1997"
"1262","Rhode Island","2012-2013","Cathy","Inglese",NA,NA,"1980"
"1263","Rice","2012-2013","Greg","Williams",NA,NA,"1970"
"1264","Richmond","2012-2013","Michael","Shafer",NA,NA,"1994"
"1265","Rider","2012-2013","Lynn","Milligan",NA,NA,"1992"
"1266","Robert Morris","2012-2013","Sal","Buscaglia",NA,NA,"1976"
"1267","Rutgers","2012-2013","C.","Vivian","Stringer",NA,"1970"
"1268","SFA","2012-2013","Brandon","Schneider",NA,NA,"1995"
"1269","SIUE","2012-2013","Paula","Buscher",NA,NA,"1986"
"1270","SMU","2012-2013","Rhonda","Rompola",NA,NA,"1983"
"1271","Sacramento St.","2012-2013","Jamie","Craighead",NA,NA,"2002"
"1272","Sacred Heart","2012-2013","Ed","Swanson",NA,NA,"1989"
"1273","Saint Francis (PA)","2012-2013","Joe","Haigh",NA,NA,"1995"
"1274","Saint Joseph's","2012-2013","Cindy","Griffin",NA,NA,"1991"
"1275","Saint Louis","2012-2013","Lisa","Stone",NA,NA,"1984"
"1276","Saint Mary's (CA)","2012-2013","Paul","Thomas",NA,NA,"1986"
"1277","Saint Peter's","2012-2013","Stephanie","DeWolfe",NA,NA,"1997"
"1278","Sam Houston St.","2012-2013","Brenda","Welch-Nichols",NA,NA,"1989"
"1279","Samford","2012-2013","Mike","Morris",NA,NA,"1992"
"1280","San Diego","2012-2013","Cindy","Fisher",NA,NA,"1988"
"1281","San Diego St.","2012-2013","Beth","Burns",NA,NA,"1979"
"1282","San Francisco","2012-2013","Jennifer","Azzi",NA,NA,"1990"
"1283","San Jose St.","2012-2013","Tim","LaKose",NA,NA,"1991"
"1284","Santa Clara","2012-2013","Jennifer","Mountain",NA,NA,"1991"
"1285","Savannah St.","2012-2013","Cedric","Baker",NA,NA,"1990"
"1286","Seattle U","2012-2013","Joan","Bonvicini",NA,NA,"1975"
"1287","Seton Hall","2012-2013","Anne","Donovan",NA,NA,"1983"
"1288","Siena","2012-2013","Ali","Jaques",NA,NA,"1998"
"1289","South Alabama","2012-2013","Rick","Pietri",NA,NA,"1987"
"1290","South Carolina","2012-2013","Dawn","Staley",NA,NA,"1992"
"1291","South Carolina St.","2012-2013","Douglas","Robertson",NA,NA,"1995"
"1292","South Dakota","2012-2013","Amy","Williams",NA,NA,NA
"1293","South Dakota St.","2012-2013","Aaron","Johnston",NA,NA,"1996"
"1294","South Fla.","2012-2013","Jose","Fernandez",NA,NA,"1994"
"1295","Southeast Mo. St.","2012-2013","Ty","Margenthaler",NA,NA,"1997"
"1296","Southeastern La.","2012-2013","Lori","Davis","Jones",NA,"1991"
"1297","Southern California","2012-2013","Michael","Cooper",NA,NA,"1978"
"1298","Southern Ill.","2012-2013","Melissa","Tiber",NA,NA,"1994"
"1299","Southern Miss.","2012-2013","Joye","Lee-McNelis",NA,NA,"1984"
"1300","Southern U.","2012-2013","Sandy","Pugh",NA,NA,"1987"
"1301","Southern Utah","2012-2013","JR","Payne",NA,NA,"1999"
"1302","St. Bonaventure","2012-2013","Jim","Crowley",NA,NA,"1993"
"1303","St. Francis Brooklyn","2012-2013","John","Thurston",NA,NA,"1970"
"1304","St. John's (NY)","2012-2013","Joe","Tartamella",NA,NA,"2001"
"1305","Stanford","2012-2013","Tara","VanDerveer",NA,NA,"1975"
"1306","Stetson","2012-2013","Lynn","Bria",NA,NA,"1990"
"1307","Stony Brook","2012-2013","Beth","O'Boyle",NA,NA,NA
"1308","Syracuse","2012-2013","Quentin","Hillsman",NA,NA,"1993"
"1309","TCU","2012-2013","Jeff","Mittie",NA,NA,"1989"
"1310","Temple","2012-2013","Tonya","Cardoza",NA,NA,NA
"1311","Tennessee","2012-2013","Holly","Warlick",NA,NA,"1981"
"1312","Tennessee St.","2012-2013","Larry","Inman",NA,NA,"1970"
"1313","Tennessee Tech","2012-2013","Jim","Davis",NA,NA,"1970"
"1314","Texas","2012-2013","Karen","Aston",NA,NA,"1987"
"1315","Texas A&M","2012-2013","Gary","Blair",NA,NA,"1972"
"1316","Texas Southern","2012-2013","Cynthia","Cooper",NA,NA,"2005"
"1317","Texas St.","2012-2013","Zenarae","Antoine",NA,NA,"1998"
"1318","Texas Tech","2012-2013","Kristy","Curry",NA,NA,"1988"
"1319","Toledo","2012-2013","Tricia","Cullop",NA,NA,"1993"
"1320","Towson","2012-2013","Joe","Mathews",NA,NA,"1991"
"1321","Troy","2012-2013","Chanda","Rigby",NA,NA,"1990"
"1322","Tulane","2012-2013","Lisa","Stockton",NA,NA,"1986"
"1323","Tulsa","2012-2013","Matilda","Mossman",NA,NA,"1979"
"1324","UAB","2012-2013","Audra","Smith",NA,NA,"1992"
"1325","UC Davis","2012-2013","Jennifer","Gross",NA,NA,"1997"
"1326","UC Irvine","2012-2013","Doug","Oliver",NA,NA,"1973"
"1327","UC Riverside","2012-2013","John","Margaritis",NA,NA,"1982"
"1328","UC Santa Barbara","2012-2013","Charlene","Mitchell",NA,NA,"1996"
"1329","UCF","2012-2013","Joi","Williams",NA,NA,"1988"
"1330","UCLA","2012-2013","Cori","Close",NA,NA,"1993"
"1331","UConn","2012-2013","Geno","Auriemma",NA,NA,NA
"1332","UIC","2012-2013","Regina","Miller",NA,NA,"1984"
"1333","UMBC","2012-2013","Phil","Stern",NA,NA,"1994"
"1334","UMES","2012-2013","Fred","Batchelor",NA,NA,"1988"
"1335","UMKC","2012-2013","Marsha","Frese",NA,NA,"1994"
"1336","UNC Asheville","2012-2013","Brenda","Mock","Kirkpatrick",NA,"2001"
"1337","UNC Greensboro","2012-2013","Wendy","Palmer",NA,NA,"1996"
"1338","UNCW","2012-2013","Adell","Harris",NA,NA,"2002"
"1339","UNI","2012-2013","Tanya","Warren",NA,NA,"1988"
"1340","UNLV","2012-2013","Kathy","Olivier",NA,NA,NA
"1341","USC Upstate","2012-2013","Tammy","George",NA,NA,"1993"
"1342","UT Arlington","2012-2013","Samantha","Morrow",NA,NA,"1981"
"1343","UT Martin","2012-2013","Kevin","McMillan",NA,NA,"1989"
"1344","UTEP","2012-2013","Keitha","Adams",NA,NA,"1989"
"1345","UTRGV","2012-2013","Denny","Downing",NA,NA,"1989"
"1346","UTSA","2012-2013","Rae","Rippetoe-Blair",NA,NA,"1985"
"1347","Utah","2012-2013","Anthony","Levrets",NA,NA,"2000"
"1348","Utah St.","2012-2013","Jerry","Finkbeiner",NA,NA,"1980"
"1349","Utah Valley","2012-2013","Cathy","Nixon",NA,NA,"1989"
"1350","VCU","2012-2013","Marlene","Stollings",NA,NA,"1998"
"1351","Valparaiso","2012-2013","Tracey","Dorow",NA,NA,"1996"
"1352","Vanderbilt","2012-2013","Melanie","Balcomb",NA,NA,"1984"
"1353","Vermont","2012-2013","Lori","Gear","McBride",NA,"1997"
"1354","Villanova","2012-2013","Harry","Perretta",NA,NA,NA
"1355","Virginia","2012-2013","Joanne","Boyle",NA,NA,"1985"
"1356","Virginia Tech","2012-2013","Dennis","Wolff",NA,NA,"1978"
"1357","Wagner","2012-2013","Lisa","Cermignano",NA,NA,"1997"
"1358","Wake Forest","2012-2013","Jennifer","Hoover",NA,NA,"1991"
"1359","Washington","2012-2013","Kevin","McGuff",NA,NA,"1992"
"1360","Washington St.","2012-2013","June","Daugherty",NA,NA,"1978"
"1361","Weber St.","2012-2013","Bethann","Shapiro","Ord",NA,"1989"
"1362","West Virginia","2012-2013","Mike","Carey",NA,NA,"1980"
"1363","Western Caro.","2012-2013","Karen","Middleton",NA,NA,"1991"
"1364","Western Ill.","2012-2013","JD","Gravina",NA,NA,"2000"
"1365","Western Ky.","2012-2013","Michelle","Clark-Heard",NA,NA,"1990"
"1366","Western Mich.","2012-2013","Shane","Clipfell",NA,NA,"2006"
"1367","Wichita St.","2012-2013","Jody","Adams",NA,NA,"1994"
"1368","William & Mary","2012-2013","Debbie","Taylor",NA,NA,"1986"
"1369","Winthrop","2012-2013","Kevin","Cook",NA,NA,"1983"
"1370","Wisconsin","2012-2013","Bobbie","Kelsey",NA,NA,"1996"
"1371","Wofford","2012-2013","Edgar","Farmer",NA,NA,NA
"1372","Wright St.","2012-2013","Michael","Bradbury",NA,NA,"1993"
"1373","Wyoming","2012-2013","Joe","Legerski",NA,NA,"1979"
"1374","Xavier","2012-2013","Amy","Waugh",NA,NA,"2003"
"1375","Yale","2012-2013","Chris","Gobrecht",NA,NA,"1977"
"1376","Youngstown St.","2012-2013","Bob","Boldon",NA,NA,"1997"
"1377","A&M-Corpus Christi","2013-2014","Royce","Chadwick",NA,NA,"1980"
"1378","Abilene Christian","2013-2014","Julie","Goodenough",NA,NA,"1991"
"1379","Air Force","2013-2014","Andrea","Williams",NA,NA,"1994"
"1380","Akron","2013-2014","Jodi","Kest",NA,NA,"1984"
"1381","Alabama","2013-2014","Kristy","Curry",NA,NA,"1988"
"1382","Alabama A&M","2013-2014","Semeka","Randall",NA,NA,"2000"
"1383","Alabama St.","2013-2014","Freda","Freeman-Jackson",NA,NA,"1984"
"1384","Albany (NY)","2013-2014","Katie","Abrahamson-Henderson",NA,NA,"1990"
"1385","Alcorn","2013-2014","Tonya","Edwards",NA,NA,"1990"
"1386","American","2013-2014","Megan","Gebbia",NA,NA,"1994"
"1387","Appalachian St.","2013-2014","Darcie","Vincent",NA,NA,"1992"
"1388","Arizona","2013-2014","Niya","Butts",NA,NA,"2000"
"1389","Arizona St.","2013-2014","Charli","Turner","Thorne",NA,"88"
"1390","Ark.-Pine Bluff","2013-2014","Nate","Kilbert",NA,NA,"1987"
"1391","Arkansas","2013-2014","Tom","Collen",NA,NA,"1990"
"1392","Arkansas St.","2013-2014","Brian","Boyer",NA,NA,"1993"
"1393","Army West Point","2013-2014","Dave","Magarity",NA,NA,"1974"
"1394","Auburn","2013-2014","Terri","Williams-Flournoy",NA,NA,"1991"
"1395","Austin Peay","2013-2014","Carrie","Daniels",NA,NA,"1996"
"1396","BYU","2013-2014","Jeff","Judkins",NA,NA,"1978"
"1397","Ball St.","2013-2014","Brady","Sallee",NA,NA,"1993"
"1398","Baylor","2013-2014","Kim","Mulkey",NA,NA,"1984"
"1399","Belmont","2013-2014","Cameron","Newbauer",NA,NA,"2001"
"1400","Bethune-Cookman","2013-2014","Vanessa","Blair-Lewis",NA,NA,"1992"
"1401","Binghamton","2013-2014","Nicole","Scholl",NA,NA,"1994"
"1402","Boise St.","2013-2014","Gordy","Presnell",NA,NA,"1983"
"1403","Boston College","2013-2014","Erik","Johnson",NA,NA,"1994"
"1404","Boston U.","2013-2014","Kelly","Greenberg",NA,NA,"1989"
"1405","Bowling Green","2013-2014","Jennifer","Roos",NA,NA,"1993"
"1406","Bradley","2013-2014","Mike","Brooks",NA,NA,"2004"
"1407","Brown","2013-2014","Jean","Marie","Burr",NA,"1977"
"1408","Bryant","2013-2014","Mary","Burke",NA,NA,"1987"
"1409","Bucknell","2013-2014","Aaron","Roussell",NA,NA,"2001"
"1410","Buffalo","2013-2014","Felisha","Legette-Jack",NA,NA,"1989"
"1411","Butler","2013-2014","Beth","Couture",NA,NA,"1984"
"1412","CSU Bakersfield","2013-2014","Greg","McCall",NA,NA,"1991"
"1413","CSUN","2013-2014","Jason","Flowers",NA,NA,"2003"
"1414","Cal Poly","2013-2014","Faith","Mimnaugh",NA,NA,"1985"
"1415","Cal St. Fullerton","2013-2014","Daron","Park",NA,NA,"1994"
"1416","California","2013-2014","Lindsay","Gottlieb",NA,NA,"1999"
"1417","Campbell","2013-2014","Wanda","Watkins",NA,NA,"1979"
"1418","Canisius","2013-2014","Terry","Zeh",NA,NA,"1990"
"1419","Central Ark.","2013-2014","Sandra","Rushing",NA,NA,"86"
"1420","Central Conn. St.","2013-2014","Beryl","Piper",NA,NA,"1987"
"1421","Central Mich.","2013-2014","Sue","Guevara",NA,NA,"1982"
"1422","Charleston So.","2013-2014","Fred","Applin",NA,NA,"1985"
"1423","Charlotte","2013-2014","Cara","Consuegra",NA,NA,"2001"
"1424","Chattanooga","2013-2014","Jim","Foster",NA,NA,"1980"
"1425","Chicago St.","2013-2014","Angela","Jackson",NA,NA,"1991"
"1426","Cincinnati","2013-2014","Jamelle","Elliott",NA,NA,NA
"1427","Clemson","2013-2014","Audra","Smith",NA,NA,"1992"
"1428","Cleveland St.","2013-2014","Kate","Peterson","Abiad",NA,"1991"
"1429","Coastal Caro.","2013-2014","Jaida","Williams",NA,NA,"2005"
"1430","Col. of Charleston","2013-2014","Natasha","Adair",NA,NA,"1994"
"1431","Colgate","2013-2014","Nicci","Hays","Fort",NA,"1998"
"1432","Colorado","2013-2014","Linda","Lappe",NA,NA,"2002"
"1433","Colorado St.","2013-2014","Ryun","Williams",NA,NA,"1992"
"1434","Columbia","2013-2014","Stephanie","Glance",NA,NA,"1985"
"1435","Coppin St.","2013-2014","Derek","Brown",NA,NA,NA
"1436","Cornell","2013-2014","Dayna","Smith",NA,NA,"1996"
"1437","Creighton","2013-2014","Jim","Flanery",NA,NA,"1987"
"1438","Dartmouth","2013-2014","Belle","Koclanes",NA,NA,"2002"
"1439","Davidson","2013-2014","Michele","Savage",NA,NA,"1993"
"1440","Dayton","2013-2014","Jim","Jabir",NA,NA,"1984"
"1441","DePaul","2013-2014","Doug","Bruno",NA,NA,"1973"
"1442","Delaware","2013-2014","Tina","Martin",NA,NA,"1986"
"1443","Delaware St.","2013-2014","Tamika","Louis",NA,NA,"1998"
"1444","Denver","2013-2014","Kerry","Cremeans",NA,NA,NA
"1445","Detroit Mercy","2013-2014","Autumn","Rademacher",NA,NA,"1997"
"1446","Drake","2013-2014","Jennie","Baranczyk",NA,NA,"2004"
"1447","Drexel","2013-2014","Denise","Dillon",NA,NA,"1996"
"1448","Duke","2013-2014","Joanne","P.","McCallie",NA,"1987"
"1449","Duquesne","2013-2014","Dan","Burt",NA,NA,"1993"
"1450","ETSU","2013-2014","Brittney","Ezell",NA,NA,"1999"
"1451","East Carolina","2013-2014","Heather","Macy",NA,NA,"2000"
"1452","Eastern Ill.","2013-2014","Debbie","Black",NA,NA,"1988"
"1453","Eastern Ky.","2013-2014","Chrissy","Roberts",NA,NA,"1998"
"1454","Eastern Mich.","2013-2014","Tory","Verdi",NA,NA,"1996"
"1455","Eastern Wash.","2013-2014","Wendy","Schuller",NA,NA,"1992"
"1456","Elon","2013-2014","Charlotte","Smith",NA,NA,"1995"
"1457","Evansville","2013-2014","Oties","Epps",NA,NA,NA
"1458","FGCU","2013-2014","Karl","Smesko",NA,NA,"1993"
"1459","FIU","2013-2014","Cindy","Russo",NA,NA,"1975"
"1460","Fairfield","2013-2014","Joe","Frager",NA,NA,NA
"1461","Fairleigh Dickinson","2013-2014","Peter","Cinella",NA,NA,"1990"
"1462","Fla. Atlantic","2013-2014","Kellie","Lewis-Jay",NA,NA,"1998"
"1463","Florida","2013-2014","Amanda","Butler",NA,NA,"1995"
"1464","Florida A&M","2013-2014","LeDawn","Gibson",NA,NA,"2000"
"1465","Florida St.","2013-2014","Sue","Semrau",NA,NA,"1985"
"1466","Fordham","2013-2014","Stephanie","Gaitley",NA,NA,"1982"
"1467","Fresno St.","2013-2014","Raegan","Pebley",NA,NA,"1997"
"1468","Furman","2013-2014","Jackie","Smith","Carson",NA,"2001"
"1469","Ga. Southern","2013-2014","Chris","Vozab",NA,NA,"2002"
"1470","Gardner-Webb","2013-2014","Rick","Reeves",NA,NA,"1981"
"1471","George Mason","2013-2014","Nyla","Milleson",NA,NA,"1985"
"1472","George Washington","2013-2014","Jonathan","Tsipis",NA,NA,"1996"
"1473","Georgetown","2013-2014","Jim","Lewis",NA,NA,"1968"
"1474","Georgia","2013-2014","Andy","Landers",NA,NA,"1974"
"1475","Georgia St.","2013-2014","Sharon","Baldwin",NA,NA,"1991"
"1476","Georgia Tech","2013-2014","MaChelle","Joseph",NA,NA,"1992"
"1477","Gonzaga","2013-2014","Kelly","Graves",NA,NA,"1988"
"1478","Grambling","2013-2014","Patricia","Cage-Bibbs",NA,NA,"1972"
"1479","Grand Canyon","2013-2014","Trent","May",NA,NA,"1995"
"1480","Green Bay","2013-2014","Kevin","Borseth",NA,NA,"1976"
"1481","Hampton","2013-2014","David","Six",NA,NA,"2009"
"1482","Hartford","2013-2014","Jennifer","Rizzotti",NA,NA,"1996"
"1483","Harvard","2013-2014","Kathleen","Delaney-Smith",NA,NA,"1971"
"1484","Hawaii","2013-2014","Laura","Beeman",NA,NA,"1992"
"1485","High Point","2013-2014","DeUnna","Hendrix",NA,NA,"2007"
"1486","Hofstra","2013-2014","Krista","Kilburn-Steveskey",NA,NA,"1990"
"1487","Holy Cross","2013-2014","Bill","Gibbons","Jr.",NA,"1981"
"1488","Houston","2013-2014","Todd","Buchanan",NA,NA,"1995"
"1489","Houston Baptist","2013-2014","Donna","Finnie",NA,NA,"1998"
"1490","Howard","2013-2014","Tennille","Adams",NA,NA,"1999"
"1491","IUPUI","2013-2014","Austin","Parkinson",NA,NA,"2004"
"1492","Idaho","2013-2014","Jon","Newlee",NA,NA,"1982"
"1493","Idaho St.","2013-2014","Seton","Sobolewski",NA,NA,"2001"
"1494","Illinois","2013-2014","Matt","Bollant",NA,NA,"1994"
"1495","Illinois St.","2013-2014","Barb","Smith",NA,NA,"1986"
"1496","Incarnate Word","2013-2014","Kate","Henderson",NA,NA,"2000"
"1497","Indiana","2013-2014","Curt","Miller",NA,NA,"1990"
"1498","Indiana St.","2013-2014","Teri","Moren",NA,NA,"1992"
"1499","Iona","2013-2014","Billi","Chambers",NA,NA,"2003"
"1500","Iowa","2013-2014","Lisa","Bluder",NA,NA,"1983"
"1501","Iowa St.","2013-2014","Bill","Fennelly",NA,NA,"1979"
"1502","Jackson St.","2013-2014","Surina","Dixon",NA,NA,"1983"
